Type	Speed	Agent	subject	GameNb	Deflations	Misses	Resets	ShotReg	Entropy	LogCV	ShotPer	RightReg	RightPer	Score
Model	FFF	MS17_FFF	model_102909103_5	8	53.0	13.0	16.0	0.11009810392186135	3.236844932215198	-0.8120532286927432	400.0	0.1412522233730313	400.0	974.0
Model	FFF	MS17_FFF	model_102909103_5	9	65.0	13.0	10.0	0.08344937222744041	3.0481866484667597	-0.7580052747909306	416.0	0.1351017291461275	384.0	882.0
Model	FFF	MS17_FFF	model_102909103_5	10	48.0	22.0	30.0	0.13699789435316687	3.448710990330015	-0.8216940365563712	384.0	0.1471048980886431	400.0	562.0
Model	FFF	MS17_FFF	model_102909103_5	11	50.0	2.0	48.0	0.04247729867341457	2.974452533271524	-0.7915306973754848	320.0	0.14064362806648428	400.0	498.0
Model	FFF	MS17_FFF	model_102909103_5	12	45.0	14.0	33.0	0.16118212920059527	3.08632354494538	-0.7723437601004024	368.0	0.1628629564783926	384.0	874.0
Model	FFF	MS17_FFF	model_102909103_5	13	49.0	5.0	33.0	0.08313214089814305	3.0503632884083327	-0.7716499056785108	352.0	0.13623000480081476	400.0	592.0
Model	FFF	MS17_FFF	model_102909103_5	14	49.0	28.0	16.0	0.10494153298481387	2.93558597102489	-0.755583096138494	336.0	0.1733494570534846	384.0	852.0
Model	FFF	MS17_FFF	model_102909103_5	15	50.0	13.0	34.0	0.11696080106135273	3.0120557492125988	-0.7269352780304865	400.0	0.1359556551329637	384.0	774.0
Model	FFF	MS17_FFF	model_102909103_6	1	96.0	27.0	1.0	nan	nan	nan	nan	nan	nan	0.0
Model	FFF	MS17_FFF	model_102909103_6	2	100.0	16.0	1.0	0.2529280414845123	3.5563176724965637	-0.9727981389174851	480.0	0.19468111493099594	352.0	76.0
Model	FFF	MS17_FFF	model_102909103_6	3	72.0	28.0	1.0	0.23251580596734706	3.0834189268760293	-0.991701766946635	480.0	0.13979193146382224	416.0	470.0
Model	FFF	MS17_FFF	model_102909103_6	4	70.0	26.0	3.0	0.11804739412976324	3.126160463405881	-0.9426899251691809	464.0	0.14067168754326728	352.0	554.0
Model	FFF	MS17_FFF	model_102909103_6	5	61.0	13.0	3.0	0.1698940584765203	3.091336475854301	-0.9358713448972389	480.0	0.14011968340230901	480.0	1080.0
Model	FFF	MS17_FFF	model_102909103_6	6	86.0	25.0	4.0	0.1017129553748893	3.2212205520016672	-0.7963503942450167	368.0	0.23333189389818543	352.0	250.0
Model	FFF	MS17_FFF	model_102909103_6	7	66.0	9.0	4.0	0.23988720019455959	3.24539958438845	-1.0059980320399076	464.0	0.19474020103268322	464.0	584.0
Model	FFF	MS17_FFF	model_102909103_6	8	73.0	19.0	1.0	0.13870762021325778	3.2144242344220686	-0.8670980034611774	464.0	0.0947763998099818	480.0	864.0
Model	FFF	MS17_FFF	model_102909103_6	9	68.0	21.0	2.0	0.1767611895173995	3.117033795659985	-0.963537908055993	464.0	0.15504912368597798	416.0	762.0
Model	FFF	MS17_FFF	model_102909103_6	10	59.0	7.0	1.0	0.14853294369059497	3.1265303442581494	-0.834529815543937	400.0	0.15925666359766197	400.0	1290.0
Model	FFF	MS17_FFF	model_102909103_6	11	62.0	5.0	3.0	0.1631476346884818	3.046432680901506	-0.8558853196640791	432.0	0.1653014000883442	400.0	1096.0
Model	FFF	MS17_FFF	model_102909103_6	12	71.0	3.0	4.0	0.15430232208499509	3.1348603399567585	-0.8109892414166855	416.0	0.16481853225866708	400.0	994.0
Model	FFF	MS17_FFF	model_102909103_6	13	57.0	10.0	3.0	0.15594189820140486	3.0603229195685926	-0.8969999722781165	432.0	0.1578846946170657	448.0	1280.0
Model	FFF	MS17_FFF	model_102909103_6	14	58.0	14.0	0.0	0.1991467770258625	3.15454064539397	-0.9035027363523649	432.0	0.18009800608121962	448.0	1174.0
Model	FFF	MS17_FFF	model_102909103_6	15	74.0	12.0	3.0	0.16819837759533846	3.293274701524783	-0.9670063478568696	464.0	0.20342672725040653	464.0	776.0
Model	FFF	MS17_FFF	model_102909103_7	1	65.0	23.0	3.0	0.13965216692730403	3.1580083825088607	-0.855673343495819	448.0	0.15251858954355108	432.0	582.0
Model	FFF	MS17_FFF	model_102909103_7	2	70.0	15.0	3.0	0.09131784616470713	3.126270910648842	-0.916225916409072	416.0	0.13384112127144512	400.0	970.0
Model	FFF	MS17_FFF	model_102909103_7	3	60.0	25.0	5.0	0.16139868204834873	3.100527987482063	-0.7620599228036706	432.0	0.1766695526311333	384.0	560.0
Model	FFF	MS17_FFF	model_102909103_7	4	57.0	22.0	5.0	0.23492586564945467	3.378680576965215	-0.7924073330967475	432.0	0.18409518904221148	448.0	760.0
Model	FFF	MS17_FFF	model_102909103_7	5	49.0	22.0	8.0	0.052715815982831676	3.2826567379765716	-0.7780401507157017	384.0	0.1409876542044127	416.0	1056.0
Model	FFF	MS17_FFF	model_102909103_7	6	87.0	11.0	5.0	0.0792657445390907	3.010023948518933	-0.7315690471635281	304.0	0.14849258550070712	352.0	778.0
Model	FFF	MS17_FFF	model_102909103_7	7	64.0	19.0	4.0	0.16034764349843167	3.2062941073135245	-0.825512475432269	416.0	0.21520325175006297	400.0	662.0
Model	FFF	MS17_FFF	model_102909103_7	8	63.0	20.0	8.0	0.10244921191340764	3.214440710601331	-0.7070991506291671	352.0	0.10171713128326368	352.0	960.0
Model	FFF	MS17_FFF	model_102909103_7	9	52.0	18.0	14.0	0.10449771282240092	3.1018218280322736	-0.7407420333295328	416.0	0.17214051467798017	384.0	668.0
Model	FFF	MS17_FFF	model_102909103_7	10	52.0	19.0	6.0	0.14023880579322592	3.0607458686354287	-0.7785651313308364	448.0	0.18087936297403642	448.0	868.0
Model	FFF	MS17_FFF	model_102909103_7	11	73.0	39.0	1.0	0.11445398879868873	3.145887224099301	-0.8281145447226694	448.0	0.16225020122212838	384.0	632.0
Model	FFF	MS17_FFF	model_102909103_7	12	42.0	11.0	7.0	0.09791324588930243	3.072684623690424	-0.8022568905700217	432.0	0.16116118393287615	448.0	1282.0
Model	FFF	MS17_FFF	model_102909103_7	13	48.0	7.0	7.0	0.08472743291026101	2.9769987751234814	-0.781570510510199	352.0	0.11719706480610864	400.0	1588.0
Model	FFF	MS17_FFF	model_102909103_7	14	45.0	13.0	6.0	0.11221511916294255	3.1684759269350087	-0.7724898736898634	432.0	0.17750654294683557	400.0	1178.0
Model	FFF	MS17_FFF	model_102909103_7	15	51.0	7.0	5.0	0.09727203639960065	3.023928862806079	-0.7773352035327424	416.0	0.14339611610256986	400.0	1486.0
Model	FFF	MS17_FFF	model_102909103_8	1	54.0	65.0	21.0	0.07456579534591332	2.9871027815126454	-0.8704321296776164	480.0	0.10738706565595324	384.0	198.0
Model	FFF	MS17_FFF	model_102909103_8	2	71.0	22.0	29.0	0.10419038794531094	3.12989382084379	-0.7703415203672579	432.0	0.17320168694592708	400.0	174.0
Model	FFF	MS17_FFF	model_102909103_8	3	50.0	22.0	32.0	0.15415116003047877	3.1822862313889058	-0.9035328987954712	448.0	0.184806095326249	464.0	556.0
Model	FFF	MS17_FFF	model_102909103_8	4	64.0	14.0	55.0	nan	nan	nan	nan	nan	nan	0.0
Model	FFF	MS17_FFF	model_102909103_8	5	47.0	8.0	42.0	0.1552138914891276	3.027045941347692	-0.82925898967652	432.0	0.1370206853935377	432.0	688.0
Model	FFF	MS17_FFF	model_102909103_8	6	49.0	9.0	52.0	0.11848218220420453	2.967458777201104	-0.8125724234015034	400.0	0.12463488699659685	400.0	592.0
Model	FFF	MS17_FFF	model_102909103_8	7	68.0	20.0	1.0	0.09824583346647668	3.238936830613799	-0.8381040708348141	400.0	0.15520575277899318	384.0	766.0
Model	FFF	MS17_FFF	model_102909103_8	8	52.0	46.0	35.0	0.16185153952430062	2.9240328360928785	-0.8196122737027103	384.0	0.16993150439808566	384.0	494.0
Model	FFF	MS17_FFF	model_102909103_8	9	28.0	2.0	65.0	0.07050070629983941	2.8101581280522177	-0.9062405229376614	432.0	0.12349345995153686	416.0	798.0
Model	FFF	MS17_FFF	model_102909103_8	10	42.0	6.0	10.0	0.11563162623595855	3.2747442205969075	-0.7946446286342651	432.0	0.1162068855033788	416.0	1290.0
Model	FFF	MS17_FFF	model_102909103_8	11	47.0	8.0	32.0	0.06522509584484824	3.0241950322199274	-0.7946283377400871	400.0	0.135016961161219	416.0	1086.0
Model	FFF	MS17_FFF	model_102909103_8	12	51.0	8.0	18.0	0.11242226249082958	3.263679530276068	-0.7987656479990917	384.0	0.0961133452203143	464.0	1284.0
Model	FFF	MS17_FFF	model_102909103_8	13	40.0	4.0	22.0	0.1290686150281276	3.0975857116229895	-0.7683501454521223	400.0	0.20391537370722182	416.0	1292.0
Model	FFF	MS17_FFF	model_102909103_8	14	61.0	19.0	3.0	0.16936600045402034	3.064623313582595	-0.737965428529798	352.0	0.16897742915796565	384.0	1264.0
Model	FFF	MS17_FFF	model_102909103_8	15	61.0	20.0	6.0	0.14615328173312134	2.9705666745562285	-0.7459069937790189	368.0	0.15746990561303684	384.0	1070.0
Model	FFF	MS17_FFF	model_102909103_9	1	84.0	17.0	4.0	0.11957224308662788	3.0965676593887275	-0.9261560116468072	400.0	0.30703969651697366	352.0	392.0
Model	FFF	MS17_FFF	model_102909103_9	2	71.0	36.0	0.0	0.2317863210726444	3.165499727912048	-1.1007765315721108	512.0	0.09698925496500906	352.0	274.0
Model	FFF	MS17_FFF	model_102909103_9	3	73.0	36.0	0.0	0.15448678701771765	3.3748232193529515	-0.9132181326407033	432.0	0.19880955456458682	384.0	340.0
Model	FFF	MS17_FFF	model_102909103_9	4	79.0	47.0	0.0	0.1424264593081865	2.9954922188769646	-0.9063921528614467	480.0	0.1765985854554274	400.0	320.0
Model	FFF	MS17_FFF	model_102909103_9	5	60.0	24.0	1.0	0.2722459450727944	3.2972941573572156	-0.9782886277644689	480.0	0.17579309900621254	480.0	760.0
Model	FFF	MS17_FFF	model_102909103_9	6	68.0	12.0	4.0	0.12984977859426108	3.0767222554408096	-0.9361429319528579	480.0	0.1330414155875314	384.0	592.0
Model	FFF	MS17_FFF	model_102909103_9	7	65.0	8.0	4.0	0.18219246683242457	3.1549777718103704	-0.8970802237949346	464.0	0.12929779522026458	464.0	784.0
Model	FFF	MS17_FFF	model_102909103_9	8	66.0	18.0	4.0	0.1331270295209636	3.363454273125064	-1.0116810328803865	480.0	0.11694739221971973	464.0	864.0
Model	FFF	MS17_FFF	model_102909103_9	9	56.0	17.0	3.0	0.143196693941751	3.160060399242962	-0.8180408598292368	416.0	0.15106500569483694	384.0	868.0
Model	FFF	MS17_FFF	model_102909103_9	10	61.0	20.0	3.0	0.2059957196967428	3.146511330819229	-0.8808409871600688	464.0	0.20150798081185353	480.0	864.0
Model	FFF	MS17_FFF	model_102909103_9	11	52.0	20.0	3.0	0.2033367754543962	3.213986746869826	-0.9769011777499002	448.0	0.2084953835747131	432.0	760.0
Model	FFF	MS17_FFF	model_102909103_9	12	65.0	32.0	2.0	0.13869442147268374	3.136644034247652	-0.7464615521945622	416.0	0.1874173902625852	400.0	648.0
Model	FFF	MS17_FFF	model_102909103_9	13	62.0	8.0	5.0	0.0945644360093502	3.118777073809909	-0.7820215580317739	368.0	0.1293305209385079	384.0	1084.0
Model	FFF	MS17_FFF	model_102909103_9	14	56.0	8.0	4.0	0.12556792735409847	2.927438071581654	-0.8039036919070693	400.0	0.139329813609654	416.0	1690.0
Model	FFF	MS17_FFF	model_102909103_9	15	54.0	12.0	5.0	0.10092162478263347	3.160340248473291	-0.7876495904229881	416.0	0.20107125081873156	400.0	1082.0
Model	FFF	MS17_FFF	model_102909103_10	1	62.0	29.0	12.0	0.11362206778877498	3.0849035215629095	-1.0136002511458457	480.0	0.08452658161936977	352.0	288.0
Model	FFF	MS17_FFF	model_102909103_10	2	72.0	22.0	17.0	0.16238838700377026	3.4139920823442464	-0.854342995083563	464.0	0.16883637269844165	352.0	460.0
Model	FFF	MS17_FFF	model_102909103_10	3	50.0	12.0	29.0	0.24209392220235734	3.3047809741533203	-1.0161582422651794	480.0	0.26714274835292556	480.0	676.0
Model	FFF	MS17_FFF	model_102909103_10	4	55.0	17.0	39.0	0.08716079277278185	3.6072911482894368	-0.7709763494649284	304.0	0.20635198161255347	352.0	268.0
Model	FFF	MS17_FFF	model_102909103_10	5	67.0	14.0	3.0	0.07077326339632821	3.3128272865626287	-0.8836248824014986	464.0	0.17576056111979907	416.0	772.0
Model	FFF	MS17_FFF	model_102909103_10	6	57.0	33.0	13.0	0.2104223647737917	3.193563703143694	-0.8961582318081983	448.0	0.1679856641662773	400.0	652.0
Model	FFF	MS17_FFF	model_102909103_10	7	68.0	1.0	35.0	0.11463771107093157	3.0073973826176745	-0.7877096768787626	432.0	0.17718384540638699	400.0	298.0
Model	FFF	MS17_FFF	model_102909103_10	8	76.0	15.0	10.0	0.11054195840935677	3.4521750327989	-0.8204641146831333	384.0	0.1234801628626213	384.0	670.0
Model	FFF	MS17_FFF	model_102909103_10	9	68.0	10.0	21.0	0.053659480948123596	3.081212666890838	-0.7893406167134254	448.0	0.13413156547526672	352.0	582.0
Model	FFF	MS17_FFF	model_102909103_10	10	41.0	10.0	33.0	0.11240675299753822	2.9818307696472086	-0.8307936078065956	464.0	0.20382308507123414	480.0	1180.0
Model	FFF	MS17_FFF	model_102909103_10	11	66.0	22.0	13.0	0.1619376108220281	3.1406470762333	-0.8749392962159871	400.0	0.20156108558392827	464.0	658.0
Model	FFF	MS17_FFF	model_102909103_10	12	81.0	11.0	21.0	0.06318112433079687	3.0861996871232757	-0.74498441797735	368.0	0.1591912592782224	384.0	378.0
Model	FFF	MS17_FFF	model_102909103_10	13	69.0	19.0	18.0	0.0927779659801552	3.0514866453772966	-0.7840883030120722	352.0	0.16914427421627287	384.0	764.0
Model	FFF	MS17_FFF	model_102909103_10	14	55.0	11.0	9.0	0.1414856354581967	3.0401244918562758	-0.7859622569185776	400.0	0.16128497111988993	432.0	1284.0
Model	FFF	MS17_FFF	model_102909103_10	15	54.0	10.0	19.0	0.0873404505368551	3.03297327460442	-0.7888522598367623	416.0	0.14318197604415142	400.0	1080.0
Model	FFF	MS17_FFF	model_102909103_11	1	85.0	43.0	0.0	0.07449112732662688	3.035237868349047	-1.0266902534978577	528.0	0.23244041921838232	352.0	100.0
Model	FFF	MS17_FFF	model_102909103_11	2	67.0	7.0	13.0	0.13080941503426194	3.4384565823303235	-0.8615797634404179	384.0	0.16690114360991895	416.0	488.0
Model	FFF	MS17_FFF	model_102909103_11	3	55.0	10.0	13.0	0.21313148368197607	3.0711724425400195	-0.8413163195713361	464.0	0.2204654955436521	464.0	780.0
Model	FFF	MS17_FFF	model_102909103_11	4	68.0	10.0	13.0	0.18229404415932682	3.0957326762088657	-0.7993313706722667	496.0	0.16054461890311578	464.0	480.0
Model	FFF	MS17_FFF	model_102909103_11	5	61.0	16.0	8.0	0.12621353564489643	3.0686294545391597	-0.8936523254884804	448.0	0.1379806075322513	384.0	570.0
Model	FFF	MS17_FFF	model_102909103_11	6	79.0	16.0	15.0	0.1514608796901059	3.1759991646665755	-0.8651688280041594	480.0	0.1346683945167384	352.0	272.0
Model	FFF	MS17_FFF	model_102909103_11	7	72.0	40.0	3.0	0.09850335263214702	3.188877036656218	-0.7000940284362881	432.0	0.1435645624396937	384.0	646.0
Model	FFF	MS17_FFF	model_102909103_11	8	72.0	14.0	2.0	0.11733288727318293	3.2780673821371527	-0.8918389186832217	464.0	0.13649312890783913	448.0	672.0
Model	FFF	MS17_FFF	model_102909103_11	9	68.0	8.0	13.0	0.1203863099794094	3.145260200728997	-0.7119772991052076	432.0	0.1251686990906854	400.0	886.0
Model	FFF	MS17_FFF	model_102909103_11	10	77.0	8.0	20.0	0.0927805818392623	3.2417644045617213	-0.8140042159239403	400.0	0.15703606194505976	368.0	396.0
Model	FFF	MS17_FFF	model_102909103_11	11	53.0	12.0	15.0	0.07690584915202167	3.0604756010382568	-0.7574988454586459	368.0	0.09163983159055243	400.0	1082.0
