Subject	condition1	condition2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
A11LNK1U3DT08V	fast	fast	0.5308518300456713	0.44881926389487736	0.35857620181504685	0.48256528111915464	0.33623582385276757	0.6172683579815496	0.5474491148156128	0.4991873481868384	0.5047437307890312	0.4750273182323715	0.40929049572088627	0.4480400694327956	0.49669294647810175	0.4819716653930177	0.49277346396114635
A13B8594JIUFDF	fast	fast	0.0	0.0	0.3313110234362951	0.4549909446469389	0.4593793691992112	0.45779739482850956	0.3637684054101972	0.4290134780027427	0.4376388520768795	0.3863301626622329	0.3531898162078822	0.4182703927863676	0.4550885196597301	0.5152733394792015	0.4073296297119967
A13YOOKZFZJJ10	fast	fast	0.35322345929549587	0.3123903816478891	0.41901245430906375	0.44739106971038495	0.5151188206827013	0.4233868551953939	0.392688244456786	0.3779758745664298	0.32323534866586645	0.37679356162477723	0.41449082516843705	0.38422573369283314	0.4330410891433243	0.4024119904091973	0.41644629374760717
A1DHJE69R494AH	fast	fast	0.0	0.0	0.0	0.0	0.0	0.39889950493582926	0.3342063417744093	0.2529779294820239	0.2923221259563094	0.31641970996439955	0.24218228354880297	0.3001553120600563	0.39096923465206723	0.3884488019100721	0.4917644649815607
A1EP3XESXAG0EP	fast	fast	0.22522906254556033	0.24620205766853334	0.23202473623759498	0.2166027975800541	0.1473461129299918	0.2761839997646928	0.21206697916886094	0.21059590767632141	0.23192127432047416	0.1943781719916139	0.20472747073266137	0.15696265509954768	0.22823615467890854	0.16863580778835763	0.12039119932667224
A1FG2G0J8M9Q0N	fast	fast	0.0	0.0	0.0	0.0	0.24787690768333856	0.2367770643998074	0.26065559280304446	0.257055930577211	0.3019210360214886	0.35031659212745236	0.27986697929882903	0.3746668981043025	0.29874961386966314	0.3591608939680153	0.29177294936009124
A1RV2LERVS0A4H	fast	fast	0.0	0.0	0.0	0.0	0.2533743536946495	0.0	0.0	0.0982689888665031	0.15563638142150613	0.0	0.11800477459378735	0.22655213881327113	0.17151130388933616	0.13809366695617603	0.2549397313327719
A1U6L1L2CUQNU5	fast	fast	0.0	0.3375902849047413	0.28107133660739597	0.2845166417838316	0.17238736280670405	0.2579155449509315	0.16312937036079253	0.33031105021298446	0.33033324655150603	0.3052736745742048	0.17824546149138432	0.2898017888488604	0.298638167274937	0.2853411225296834	0.3617226542136962
A25W2106F90G7L	fast	fast	0.26914222541500904	0.1128403788780483	0.21154469066711795	0.12438131758485965	0.20259750661768314	0.2478602450546131	0.28833239342413275	0.3122428602177497	0.29817619875855406	0.34788900122755273	0.24584395052877642	0.26047100855387223	0.34947711142675614	0.28353099992091474	0.16110192880169846
A2BFFKEYMCBFWW	fast	fast	0.041980809774146866	0.17542581171667995	0.07203739483566055	0.20315223567859989	0.2015810408929483	0.14698325262188014	0.27075240900396885	0.28123983532187236	0.33693587801197283	0.27214975728792473	0.25389737702863846	0.3348223575708679	0.3961366824722793	0.2169219437325603	0.17594947809551076
