Subject	condition1	condition2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
A11LNK1U3DT08V	fast	fast	3.1176633956856694	3.0633281547065963	3.0534682200504824	2.6923935517061177	3.552236081383235	2.6546368924024475	2.4389551721628084	2.7959481762448806	2.747486552680498	2.765256235179227	2.8244620343899296	2.683728306220546	2.4775535486080753	2.4781849430536282	2.5792519502556326
A122LRCSBAD6DC	fast	fast	3.1451730616371854	2.8471722058644744	2.4217448406651525	2.3766658266905303	2.4839255100636684	2.3361896120591785	2.6033336503929174	2.815287020774609	2.5679473398884687	2.403086337755526	2.3139868405936777	2.568417150347463	2.680827666985539	2.787391826594687	2.628857903553253
A13B8594JIUFDF	fast	fast	4.754887502163469	4.754887502163469	3.3351771745142793	2.9033670748034024	2.67158129898772	2.2416560967802615	2.483130932854777	2.4229693964192904	2.4579230522958966	2.5223045311893024	2.536795884601948	2.4379554697992285	2.3226936886843244	2.412847466430989	2.548319964838379
A13G6IRFQBEE8K	fast	fast	2.9957186778941596	2.7150315056926164	2.6892563314451063	2.6498886897498006	2.644172820554685	2.836234113064889	2.545725440637904	2.6133814434110314	2.6588042933665905	2.7596582952639155	2.601688678614578	2.565705783971515	2.5790057938969806	2.735718279211031	2.774746517031089
A13YOOKZFZJJ10	fast	fast	2.4812729114304273	2.4287896434030025	2.354068416892623	2.6432902709077517	2.49671133461558	2.449770199801468	2.3929422752607348	2.410896342619715	2.471881332807211	2.452755428615176	2.378637406174651	2.2696663865144573	2.339442234658456	2.2178168787819184	2.631289111791065
A19X8IA9EKC3XH	fast	fast	3.1973840677135827	3.0986733235456585	2.9304363623007856	2.8201453026034446	2.8289283185041496	2.6120779418017586	2.8006325786936674	2.7053057054311087	2.678893284495551	2.756199201504458	2.6522293331395597	2.6432193662279344	2.6534959121229424	2.6109154638816228	2.7601287579599862
A1DHJE69R494AH	fast	fast	4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469	2.5996012379898006	3.261378977546293	2.914787162305341	3.2052853140576696	2.5876477643913978	2.8532550554823253	2.6576964306138753	2.766835562039268	3.09459854607049	2.68826383518536
A1EP3XESXAG0EP	fast	fast	3.199462988114573	3.342460447936161	3.1922631880951813	3.094570838820201	3.068494214219123	3.074860970131012	3.1636974555220125	3.1164833025815226	3.182585503704253	3.0208031423364115	2.9752718604731436	3.118475368427852	3.0986534416121505	3.1456961012228923	3.071513490283923
A1FG2G0J8M9Q0N	fast	fast	4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469	2.9771279898354113	3.2089292824695965	2.796215087761725	2.7451626683946246	2.8670438871722457	2.905537777977178	2.946201963819761	2.7599257600253626	2.826370036242489	2.850186167197144	2.6909682367932537
A1RH69F7I73LRW	fast	fast	3.359732485046313	2.8640961173108197	3.0364108887825956	2.838987160866686	2.8451199698927745	2.749802612421394	2.851555797742442	2.5919604108439236	2.8336225057481936	2.851367525498834	2.8119800802614052	2.7210631431034624	2.67436852229915	2.829314278904168	2.8062496816041556
A1RV2LERVS0A4H	fast	fast	4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469	3.535222912509129	4.754887502163469	4.754887502163469	3.305234220503387	3.061697266598766	4.754887502163469	3.0573970895977043	3.90663779163689	3.1021516787088323	3.086553310992924	3.020015884778684
A1SISJL5ST2PWH	fast	fast	3.089031807787118	3.004896471680186	3.103947655853632	2.8813432941480803	2.918905950169994	2.774988259455017	2.825504746354392	2.7352443991891207	2.7446247031478728	2.9087172579249856	2.6955608000100746	2.8221696953486224	2.754535874993601	2.5680934397309674	2.7520164005658674
A1U2A42K8FV3RA	fast	fast	3.1778131190321033	3.003099711494227	2.8995809905466494	3.0115076882919123	2.9287172069260623	2.852759775150996	3.0414672801539115	2.9632446096225546	2.7758664220971383	3.0604530109591668	2.8339305730228004	2.8676284080994243	2.8233439859615745	2.8533461235219333	2.794469144459425
A1U6L1L2CUQNU5	fast	fast	4.754887502163469	3.302881437471582	3.09597470536331	2.917645377535993	2.9833733824289985	2.964667351991905	2.666670116701303	2.7823667220995896	2.859773615324534	2.7985366535938083	2.6412701705106754	2.5075438619783545	2.379117593705505	2.8292886220486744	2.7288114929826452
A25W2106F90G7L	fast	fast	3.073536205380086	3.2036002786774573	3.4223530876617203	3.271574581200875	3.0822531030534304	2.900293109164969	3.0916695899499764	2.8466974929192594	2.9491538472487737	3.1393234008347215	2.9868924261131813	2.931223254043032	3.0183557935144147	2.6814366677853485	3.040787097293647
A2BFFKEYMCBFWW	fast	fast	2.803591078087308	2.6497338749143986	2.0119094413874588	1.889369537703243	2.58645593417881	2.1190194318440327	2.4920224978881493	2.2052820530636916	2.2824690565750725	2.209769868810703	2.096889142128629	2.082918093948979	2.367200058515781	2.1385318458968285	2.763671907006313
A2DMUU9GE8QA5Q	fast	fast	4.754887502163469	4.754887502163469	4.754887502163469	2.6815075812192015	2.8321856685334192	2.837160555078435	2.5028067221141734	2.9233261306313527	2.8369686489740116	3.007163164387681	2.489134446169415	2.7616566297421206	2.630013833496579	2.513165868339408	2.528234074699799
A2FM6APZP3FN22	fast	fast	4.754887502163469	4.754887502163469	4.042195090842306	4.754887502163469	4.754887502163469	3.3449029131140176	2.9658860007274925	3.1686676038872554	2.974303648290874	2.7830398244137533	2.7454185474698187	3.151776739972997	3.03202491148716	2.9106715461226282	2.594701000296986
A2PW5825FIRONK	fast	fast	2.9994997364973193	4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469	3.432848821716024	4.754887502163469	4.754887502163469	3.462861863000247	3.2803739031369403	3.3500099561037304	3.249244290471767	3.266387276619725	3.057590926192197	3.4866518838755627
A2RY4MK1FONYH1	fast	fast	3.1513686609829517	2.9556457266386853	3.16716946285548	2.942035786843474	3.170758857837574	3.2409941410506558	3.097465773717908	3.0352547683214155	3.061959201158156	3.155013808419894	3.0115505908623765	3.03844161447994	3.0642632503422096	3.017313736560661	3.143253538456949
A2W8TJXW68442D	fast	fast	4.102367919334435	3.013724876942151	3.036106071134507	3.033076638588861	2.942353592922682	2.9985943975173477	3.3285110033989755	3.0658342416602316	2.8577410354719	3.0169429939881254	3.118166658018406	3.1659263445114423	3.087093448367996	3.021514009007834	2.965697736805268
A376AZWIBALRC	fast	fast	4.754887502163469	4.754887502163469	4.754887502163469	3.1227010908637913	2.939756152976514	3.093650048983727	2.871418322229091	3.167708502286661	2.9130417849189425	3.1593730044278887	2.9249616979077864	2.8747767814417644	3.0629611651500994	2.877303631021591	2.9737731251993766
A38V6MB0UIXY0N	fast	fast	4.754887502163469	2.7854307485363536	2.9367137317066554	2.953680257942598	2.6238807086322042	2.6568996265272964	2.5849594145276904	2.8620319391060565	3.091094497831983	3.412438637355694	3.218166607620743	2.9290405862094655	3.3832361108964792	3.233261964474407	3.3939538280745873
A3D1QQ8BEO75C6	fast	fast	4.754887502163469	2.6585822026152677	2.84560049424215	2.7305523502942814	2.560715225903124	2.8238570848731595	2.439223524390503	2.5303118546762904	2.603149007354236	2.807467173893727	2.9734269879599746	4.754887502163469	3.045471475084067	2.437301268884469	2.444654242509366
