Subject	condition1	condition2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
A1RH69F7I73LRW	fast	fast	-1.036519251286366	-1.4311892920429101	-1.368768629101816	-1.5996308577438887	-1.5118660797630061	-1.5366427740496136	-1.2915521731673347	-1.4037635414687275	-1.5679946847939517	-1.4754997468635505	-1.4562656611161673	-1.4713141659498576	-1.5191454347685982	-1.4473342275854726	-1.4533397117576694
A1RV2LERVS0A4H	fast	fast	0.0	0.0	0.0	0.0	-0.40357070028171244	0.0	0.0	-0.7234784935033481	-0.7402251565938779	0.0	-0.8894465379364311	-0.9602400832405991	-0.9421501924035645	-0.9096277555593153	-0.9984976250521801
A2BFFKEYMCBFWW	fast	fast	-1.0386320899612058	-1.0931809941905004	-1.102890261111853	-1.2202509961352734	-1.120988705102748	-1.3027730029705378	1.0261032488518074	-1.3966179017335283	-1.6344159069396642	-1.507347534301283	-1.5094531067180914	-1.5790952105763738	-1.564910380287516	-1.3563915864046217	-1.1294081830558529
A3LA0JBSIW4MUI	fast	fast	0.0	-1.243810779706961	-1.3196878028877561	-1.3189044050715415	-1.1361423238778132	-1.5413683733660757	-1.307598114702394	-1.3561661059495864	-1.4129535583425692	-1.4348030796860851	-1.3626358931773943	-1.329444443587839	-1.4407386236821247	-1.206853621627577	-1.4689132310618993
A13YOOKZFZJJ10	fast	fast	-1.451862114647479	-1.288164393835577	-1.2119333113804651	-1.3396774178598954	-1.5707856775374267	-1.2861661990903592	-1.5357243088307198	-1.264566104017243	0.5604609536202164	-1.4971941357372978	-1.2607464253556886	-1.2882182636859414	-1.4572915128101236	-1.4123567783216942	-1.3635567152270862
A1SISJL5ST2PWH	fast	fast	-1.031078128450293	-1.1446797327847689	-1.3023652669779355	-1.2702343851204558	-1.5141156755568697	-1.5611907178966224	-1.4707481719410394	-1.2960202695732064	-1.3800020713008176	-1.3725991630672763	-1.3729785698053163	-1.1890746997259354	-1.3010280002781016	-1.309021529484739	-1.23383270272776
A1U2A42K8FV3RA	fast	fast	-0.7600384993044758	-1.3178487290387364	-1.281092754284499	-1.306658657339409	-1.344125349850793	-1.3652044167740804	-1.3923729615385363	-1.1480344388942259	-1.4020061589597863	-1.4442953731396475	-1.3756767345071756	-1.3288257505744583	-1.3618395808504675	-1.3694587667310976	-1.2857505600681634
A3IGG3RX4HXUV9	fast	fast	0.0	0.0	-0.8830624459096895	-1.027863047516297	-1.0414602769948105	-1.2441799817457662	-1.1136609488935825	-1.0720307041613804	-1.1639394697351966	-1.2191386680230543	-1.127759497467797	-1.2108720376416329	-1.1723890387427862	-1.1954893262025101	-1.1499523986666893
AFM65NU0UXIGP	fast	fast	-0.780456594166541	-1.2511562479934848	-1.5065723597246905	-1.4451132138288985	-1.324875932381885	-1.37599186463472	-1.2452615956392505	-1.5552122664617292	-1.2732650768884677	-1.3272057240791963	-1.3808300530204178	-1.3999296767057343	-1.28480916871467	-1.4282373931284251	-1.359351228279592
AQXRHIMQ7UK7O	fast	fast	0.0	-0.909487556279571	-1.3402810569757009	-1.175150088569076	-1.1296913439199756	-1.3384891857400678	-1.2265873979775108	-1.4553076654043482	-1.5863090311453525	-1.4719720168655182	-1.759858041862758	-1.6241395227542719	-1.6110590087440853	-1.5411431481363838	-1.3887267656270987
ASZBND3G5UYJG	fast	fast	0.0	0.0	-0.774109323199829	-1.158004018038547	0.0	0.0	0.0	0.0	-1.0900642976970905	0.0	0.0	0.0	-1.2798400001944734	-1.0789899674131305	-1.0801019226494408
AXMPSUNKUBEIL	fast	fast	-1.196619654604584	-1.2566848653469438	-1.3061700414026896	-1.4327748745391058	-1.5114455595232652	-1.79448446895317	-1.317369335804445	-1.4913446286208516	-1.4071977199937291	-1.8188603206829308	-1.7801311654724254	-1.5771880694100526	-1.5834173064513903	-1.5820297914083714	-1.5100482892577374
AZ8NBOTCBCLKG	fast	fast	0.0	0.0	-0.8882046175727104	0.0	-1.0302417985717478	-0.9704724124801353	-0.9391927926350291	-1.1189544011929347	-1.1400174934453609	-1.1088892378947135	-0.9914448392275084	-1.069192018612079	-1.0601563056574088	-1.4640367583866842	-1.2055894746280378
ACGHHDT7RY1AH	fast	fast	-1.059121016712553	-1.1697609306617518	-1.2274394566907827	-1.1570996847462636	-1.1874270348229528	-1.5132443670971656	-1.2231876960530772	-1.3678532136873884	-1.414044181491266	-1.335945482410587	-1.3506231792578876	-1.3351650189547684	-1.2400475543737064	-1.4825809431962231	-1.4347046624993285
