Subject	condition1	condition2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
A11LNK1U3DT08V	fast	fast	-1.0455391227291917	-1.2571387198628603	-1.2331351247760833	-1.3253352610181401	-1.0926958677333907	-1.510541834500059	-1.5562956244143777	-1.378015773815826	-1.3268085582580371	-1.4042294649343854	-1.3631212920892677	-1.4355878543689087	-1.5092494300553285	-1.3849350468923878	-1.633540128645944
A13B8594JIUFDF	fast	fast	0.0	0.0	-0.4544295119864309	-1.0011663010410783	-1.2956921682156028	-1.3223492955941325	-1.280627748138965	-1.321358861005271	-1.2753849978191834	-1.281646808183389	-1.3091044997117471	-1.210752998880502	-1.3385998998730126	-1.3274388026561157	-1.3349503865300096
A13G6IRFQBEE8K	fast	fast	-1.1143484740100393	-1.2387165732118863	-1.2804615296315287	-1.2195683214823179	-1.4497728761831215	-1.2350399386120867	-1.4307364566132756	-1.4309141620114876	-1.3333507437787395	-1.4274058775825735	-1.4180100084264207	-1.4113627966299993	-1.4081689364847112	-1.3148899163140229	-1.3598931864675123
A19X8IA9EKC3XH	fast	fast	-1.0515011850729594	-1.1897142640479896	-1.1086473062121698	-1.329129071555967	-1.2866446126417335	-1.2567772393231826	-1.1810543232415671	-1.2282675493688617	-1.3161210220350783	-1.2316155138910772	-1.385659918936324	-1.3357092839021127	-1.3165552053710663	-1.2393360487391796	-1.3681273300827939
A1DHJE69R494AH	fast	fast	0.0	0.0	0.0	0.0	0.0	-1.180213209114859	-0.8629254793304084	-0.962856811949816	-1.18252395431754	2.1376988440917173	-1.235285780237799	-1.3736864076748414	-1.4193461579918851	-1.1127808784582756	-1.60112510288671
A1FG2G0J8M9Q0N	fast	fast	0.0	0.0	0.0	0.0	-0.8182326822990358	-1.0219158136211968	-1.0081781098415468	-0.9619273744621112	-1.0880209300928432	-1.193009029937041	-1.042758784978142	-1.1006396292875011	-1.0361865192766004	-1.2237953882654447	-1.1611240121418076
A1U6L1L2CUQNU5	fast	fast	0.0	-1.1534582633003287	-1.0167275560494582	-1.0227594364711794	-0.916552668070071	-1.066480602967053	-1.0545518816347574	-1.160360033685886	-1.2332365952508004	-1.2339118118383359	-1.0557112285146983	-1.1372627122584462	-1.2292246874985997	-1.0561321880888697	-1.164324931862568
A25W2106F90G7L	fast	fast	-0.9137712544106379	-0.8626738703214947	-0.7459115839707084	-0.944291530397999	-0.8700924641086968	-0.937821808443561	-1.003478850666424	-0.9970148575725855	-1.0931041193391378	-1.1759748322760042	-0.9385857993682141	-1.041738660067117	-1.0482680831753768	-1.1841236895669707	-0.912244872708456
A2DMUU9GE8QA5Q	fast	fast	0.0	0.0	0.0	-1.1485910029707846	-0.8172489803657906	-1.0082297802789155	-1.1606166224711185	-1.128398943703154	-0.9256680907902137	-1.09817551860538	-1.1180964364687322	-1.1072748351197337	-1.2174609179742923	-1.1187287526772725	-1.1929748055280538
A2FM6APZP3FN22	fast	fast	0.0	0.0	-0.711636027028559	0.0	0.0	-0.624098052982935	-0.9895251973023192	-0.897181167127915	-0.975222234376608	-1.0307971486658851	2.1734638252146676	-0.9694705727099473	-1.034016916483023	-1.0659213581944593	-1.086190838782051
A2PW5825FIRONK	fast	fast	-0.8475961340466348	0.0	0.0	0.0	0.0	-0.6098918638337122	0.0	0.0	-0.6911486918935754	-0.7606778440853561	-0.7024817158187504	-0.7548407782937017	-0.7735795906063672	-0.8044424287855564	-0.7636124800694643
A376AZWIBALRC	fast	fast	0.0	0.0	0.0	-0.5009607575146416	-0.9720446333513105	-0.6642681412476766	-0.9754987323296862	-0.9401404462293443	-1.1116236733231957	-1.0668441523017553	-1.0526875660504065	-1.1002154063681335	-1.1885814752572794	-0.9639735453517332	-0.9502432761323175
A38V6MB0UIXY0N	fast	fast	0.0	2.4207336671705786	-1.133647443060221	-1.1631458675240178	-1.2339301970217815	-1.2239789212576144	-1.3570976674159705	-1.2885843972012225	-1.2658002167131384	-1.1609016650633364	-1.0166574971665245	-1.221881893298733	-1.3471450110026022	2.1874274540262135	-1.2839270627206132
A3D1QQ8BEO75C6	fast	fast	0.0	-0.9353256856621495	-1.0125333267992036	-1.0784567723388285	-1.04573564434914	-0.9786111001061716	-1.1090361539144418	-1.067112118995122	-1.065433155524218	-1.286665106113747	-0.9290649029049092	0.0	-0.8967646876952	-1.300860606820447	-1.1683435562733422
A3H2KP0VBENV3N	fast	fast	-1.5991402605750378	-1.776606543520695	-1.7045248964639002	-1.5579648577111398	-1.6018027879458743	-1.5121376223055862	-1.5543605383631915	-1.5547093588313408	-1.5628673304366714	-1.7291353463255243	-1.7244477345200988	-1.515660040833767	-1.5886763364507948	-1.5460963288725638	-1.6741031987141748
A3LNWWZ7HGAGGM	fast	fast	-1.6962500949615678	-1.4929465682460248	-1.4043369400942822	-1.6508473531080796	-1.5458761346670689	-1.6114748231859715	-1.809144595304407	-1.5132460226320077	-1.6335198416887349	-1.5384621456536414	-1.558201948680107	-1.6543332159353592	-1.6425304876733053	-1.453180125173508	-1.6029371523916074
A3Q4Y5ONYPSQGF	fast	fast	0.0	-0.30707929706423864	-0.9238510285449291	-0.9216860075029657	-1.1281276442900452	3.4861545062189263	0.0	0.0	-0.7893742024701265	-0.8184240575357964	-0.9462249636410583	-0.9597216227442932	-1.4139846153870372	-1.2024575724189315	-1.1706870981558608
A7OZPNXIVO1FX	fast	fast	0.0	-0.5613771690548378	-0.6902284082628343	0.0	-0.6276355072780548	-0.8803029473334342	-0.9846391009557567	-0.8177489109275943	-0.9178027606585233	-0.9283258918567205	-0.9704861927749892	-0.9751303292362683	-0.7407880591697861	-0.9040893505502423	-0.8970506622631027
AJZYNIL3ITOK0	fast	fast	0.0	0.0	0.0	0.0	-1.2946724417759128	-1.5038094980043852	-1.1839692336348813	-1.5042974175416308	-1.7527175015092025	-1.611082741292465	-1.6269384898456054	-1.5665138758822317	-1.5367059699197243	-1.4362985496946152	-1.666051113192415
AUPXYEKITX8UT	fast	fast	0.7756740629133169	-1.0772103598928777	-1.0265524824498067	-1.0717815293148742	-1.0696215560940272	-1.0568841317804294	-1.2228513071631195	-1.148375223867032	-1.0795033849038946	-1.0792656533069709	-1.222759818476374	-1.1467161975450726	-1.2391819121364318	-1.235948699089991	-1.0884000145519004
AY4PZPXHSRCP5	fast	fast	0.0	0.0	-1.0520928202772668	-1.205133335075359	-1.196586037528964	-0.8316157421287562	-0.826820742558963	-0.8376344508405095	-0.9586568983215393	-0.905344464047964	-0.9183224429604421	-0.9758180961261478	-1.0424404554785534	-1.0084857465050439	-1.0479968056098588
A1EP3XESXAG0EP	fast	fast	-0.7228035605204383	-1.072866747729264	-0.9717643179357894	-1.0355022464699046	-1.151340586445721	-1.092342838072114	-1.1649838974173428	-1.1296838999900725	-1.0771383329305437	-1.1932193452185273	-1.373141987361009	-1.1609521202090387	-1.3046736792400968	-1.441207017239302	-1.1254853754351486
A2RY4MK1FONYH1	fast	fast	-0.8665894947677758	-1.1081191341700842	-1.431789818144878	-1.275445773014835	-1.097253193518302	-1.0060078505973669	-1.2370843024439795	-1.2635688879589901	-1.0758248030176765	-1.1089148844806311	-1.3240574898506354	-1.2174435301242887	-1.4051425587933837	-1.4592743268294708	-1.4415174429901698
A2W8TJXW68442D	fast	fast	-0.9232959064269005	-1.0857449301701552	-0.9277169525614316	-1.2354551876548594	-1.0807696727671225	-1.1769772181673743	-1.2889224529034695	-1.3004640624816457	-1.173939779433298	-1.3329860489676453	-1.3006855976242888	-1.4069927555231647	-1.4834665257397903	-1.384371800650621	-1.3936912280124523
AAE1COF4E8740	fast	fast	-0.8378496440928119	-1.5042473988077674	-1.4229002945287506	-1.3589250996059006	-1.7466209800266286	-1.5616615378638146	-1.4590309888268915	-1.5009001681738192	-1.5095509925372919	-1.41181669342826	-1.4937760807505542	-1.501643426043368	-1.398392048362604	-1.3369990351459256	-1.4548579895628486
AY5OS6NZWVX22	fast	fast	-0.7706388377141837	-1.1266439502462327	-1.0683392074723213	-1.1227802647095362	-1.3239918744691237	-1.4775811389742401	-1.2531403249214983	-1.2749885999242851	-1.3932193804243285	-1.535210073817757	-1.581598320353257	-1.1575331482111082	-1.3518333906776472	-1.5196909126817104	-1.5572070604974975
A122LRCSBAD6DC	fast	fast	-1.046693632360003	-1.3780166735878556	-1.5750606646729413	-1.4584852808079025	-1.3489691748394927	-1.3858248128043982	-1.1617493520763762	-1.1720559352495525	-1.3878213377856168	-1.3577686710095414	-1.340724711848655	-1.3940725204821032	-1.4217703395772294	-1.2565058762739236	-1.2913801599424084
