Agent	subject	GameNb	Deflations	Misses	Resets	ShotReg	Entropy	LogCV	ShotPer	RightReg	Score
Coupled	model_6592528450_4	10	16.0	43.0	2.0	0.4183553341399875	2.463666687455661	-1.20108263767757	512.0	0.4639753533116287	1532.0
Coupled	model_6592528450_4	11	35.0	26.0	1.0	0.35262003940666264	2.691909623181959	-1.2583432021388885	512.0	0.4015413601423303	1448.0
Coupled	model_6592528450_4	12	14.0	52.0	1.0	0.5012211550526798	2.743951451110089	-1.4604955050050332	496.0	0.6027408009341214	1298.0
Coupled	model_6592528450_4	13	27.0	51.0	0.0	0.42766220287154777	2.745614988647946	-1.4020581825033493	496.0	0.47011756801213667	1106.0
Coupled	model_6592528450_4	14	21.0	53.0	0.0	0.48049870402669764	2.226844784937937	-1.3200314288023502	496.0	0.5351626404019036	1400.0
Coupled	model_6592528450_4	15	12.0	31.0	0.0	0.4451173674786754	2.2156421228006	-1.2583484733482961	496.0	0.5263194568395415	1942.0
Coupled	model_6592528450_5	1	74.0	64.0	19.0	0.023356733078510546	3.025898000637936	-0.9468779711763832	512.0	0.23623699825403557	72.0
Coupled	model_6592528450_5	2	56.0	84.0	5.0	0.14711478918251386	3.2263755437441772	-0.905641570495812	512.0	0.22293252623588228	540.0
Coupled	model_6592528450_5	3	30.0	70.0	3.0	0.38549077599590875	3.069533165925139	-1.0524693704872172	512.0	0.39390400662562414	1262.0
Coupled	model_6592528450_5	4	21.0	45.0	0.0	0.4770014655271193	2.5376745735694444	-1.5459813754849838	512.0	0.5060307547802662	1318.0
Coupled	model_6592528450_5	5	39.0	65.0	0.0	0.4518594781983968	3.0146432399524943	-1.4377976077600154	512.0	0.5243219701776509	970.0
Coupled	model_6592528450_5	6	39.0	19.0	0.0	0.3701814975355575	2.5267588613499057	-1.4683510240634645	544.0	0.32502169243891577	1562.0
Coupled	model_6592528450_5	7	37.0	23.0	0.0	0.47459151273701194	2.754878520232157	-1.4064890490613573	528.0	0.39101263201732234	1454.0
Coupled	model_6592528450_5	8	18.0	18.0	0.0	0.42132655444739964	2.3228041856810946	-1.6483857471702212	528.0	0.434959517070433	1764.0
Coupled	model_6592528450_5	9	31.0	41.0	0.0	0.431905463622174	2.420341393377422	-1.3355822270845166	528.0	0.4107066843602088	1420.0
Coupled	model_6592528450_5	10	13.0	32.0	0.0	0.5197216521628601	2.3743911088756953	-1.5097465403314732	528.0	0.5278033732530348	1536.0
Coupled	model_6592528450_5	11	23.0	26.0	0.0	0.4486865441566408	2.3729808812659337	-1.606156542111196	528.0	0.4860444039525369	1548.0
Coupled	model_6592528450_5	12	27.0	21.0	0.0	0.41679713202432705	2.422321490449839	-1.1920472724951152	528.0	0.4672582182335609	1758.0
Coupled	model_6592528450_5	13	29.0	34.0	0.0	0.3893624766046019	2.4967450137924962	-1.4458459185453134	528.0	0.4371422086440923	1532.0
Coupled	model_6592528450_5	14	32.0	39.0	0.0	0.42016318152184146	2.4597270478980517	-1.4000228970840265	528.0	0.49919617499265756	1422.0
Coupled	model_6592528450_5	15	42.0	27.0	0.0	0.47366426814921214	3.264308888528879	-1.3121461676791772	528.0	0.458901948993621	946.0
Coupled	model_6592528450_6	1	89.0	84.0	11.0	nan	nan	nan	nan	nan	0.0
Coupled	model_6592528450_6	2	39.0	110.0	6.0	0.23469316684441918	2.9111331424745783	-1.007160731761196	480.0	0.37917900953395955	790.0
Coupled	model_6592528450_6	3	26.0	77.0	4.0	0.33619084864224175	2.576705350469624	-1.3263992032142267	480.0	0.3470175915766159	1066.0
Coupled	model_6592528450_6	4	33.0	118.0	0.0	0.4406272076181354	2.565935752142341	-1.5574142362384666	496.0	0.42331914594256337	766.0
Coupled	model_6592528450_6	5	58.0	90.0	3.0	0.3769819445688765	2.7302271418531845	-1.3606910827035814	480.0	0.38085439979010927	386.0
Coupled	model_6592528450_6	6	62.0	35.0	6.0	0.2473673102413116	2.550035483933025	-1.2911005100945867	496.0	0.30920010440616996	1088.0
Coupled	model_6592528450_6	7	27.0	7.0	5.0	0.2465708626731079	2.422983651459117	-1.2409937161180398	512.0	0.22295272510484493	1788.0
Coupled	model_6592528450_6	8	28.0	23.0	3.0	0.28426150389284405	2.299118012560906	-1.3283060712166082	496.0	0.2604849833269481	1654.0
Coupled	model_6592528450_6	9	18.0	13.0	3.0	0.33784446005346097	2.1937233604382866	-1.565208370144159	496.0	0.2837589623145195	1874.0
Coupled	model_6592528450_6	10	29.0	6.0	1.0	0.3032354304094791	2.5111743670198967	-1.053579298123616	496.0	0.2872139818147735	1690.0
Coupled	model_6592528450_6	11	39.0	17.0	0.0	0.3145494741878335	2.648057065716623	-1.109810908378479	480.0	0.28649955177781666	1466.0
Coupled	model_6592528450_6	12	50.0	49.0	0.0	0.3707390524650257	2.7525606011107344	-1.3995722705753317	480.0	0.39925800287410385	914.0
Coupled	model_6592528450_6	13	83.0	7.0	0.0	0.24754082875065525	2.697942490863627	-1.4350695668806857	592.0	0.1968368103770863	1086.0
Coupled	model_6592528450_6	14	25.0	16.0	0.0	0.28862366998780525	2.5570395246670183	-1.1860659855271671	512.0	0.2348348931663496	1670.0
Coupled	model_6592528450_6	15	28.0	8.0	0.0	0.3190301306422426	2.316673096353744	-1.3669496441280313	496.0	0.31673652365932364	1684.0
Coupled	model_6592528450_7	1	100.0	52.0	12.0	nan	nan	nan	nan	nan	0.0
Coupled	model_6592528450_7	2	53.0	100.0	13.0	0.17303250151188426	3.5007772731803657	-0.7262825720215592	448.0	0.11257066255714587	168.0
Coupled	model_6592528450_7	3	25.0	88.0	15.0	0.26711000874250673	3.1576518553185218	-0.8716860819443921	480.0	0.25976732207645087	1048.0
Coupled	model_6592528450_7	4	32.0	50.0	0.0	0.38605434447125936	2.4669817398573803	-1.385610298138976	496.0	0.43917363023938916	1302.0
Coupled	model_6592528450_7	5	16.0	78.0	3.0	0.48880398352982507	2.169645887100857	-1.5452950681884667	480.0	0.5083610804003299	1144.0
Coupled	model_6592528450_7	6	21.0	71.0	0.0	0.4616605744592419	2.0611319121444818	-1.5940668355759875	496.0	0.5036122286064292	1260.0
Coupled	model_6592528450_7	7	29.0	19.0	0.0	0.3754917517388625	2.664847014090026	-1.1600539118640978	496.0	0.4313558164155528	1364.0
Coupled	model_6592528450_7	8	31.0	39.0	1.0	0.4159026871712614	2.490448890016367	-1.0840154919534042	496.0	0.4771205513059044	1522.0
Coupled	model_6592528450_7	9	7.0	23.0	0.0	0.4695323560995996	1.9330088014967228	-1.40993411260366	496.0	0.563133058176805	2158.0
Coupled	model_6592528450_7	10	37.0	49.0	0.0	0.4412918851022171	2.473762100136991	-1.2327930860091956	480.0	0.5242872054500125	1402.0
Coupled	model_6592528450_7	11	18.0	27.0	1.0	0.4164971140079008	2.367148762531195	-1.3445992159526914	496.0	0.4458367288042245	1546.0
Coupled	model_6592528450_7	12	41.0	38.0	0.0	0.47152513777004873	2.8493489381839208	-1.4286353605894886	480.0	0.5415527219884928	1024.0
Coupled	model_6592528450_7	13	13.0	53.0	0.0	0.4990808398587111	2.2077449006894763	-1.4854504530914923	480.0	0.5606595178861461	1596.0
Coupled	model_6592528450_7	14	9.0	51.0	0.0	0.40823664366584556	2.569347870684865	-1.4884572528734172	512.0	0.5051972159426463	1400.0
Coupled	model_6592528450_7	15	24.0	26.0	0.0	0.5007840960200753	2.485923497241767	-1.1233034682249532	496.0	0.5239093165023734	1548.0
Coupled	model_6592528450_8	1	85.0	91.0	11.0	nan	nan	nan	nan	nan	0.0
Coupled	model_6592528450_8	2	43.0	79.0	3.0	0.3272996175254877	2.909109845880759	-1.1072410322098818	528.0	0.3012296195878671	762.0
Coupled	model_6592528450_8	3	22.0	59.0	4.0	0.4737719529843494	2.7625402398466474	-1.1294273337701906	512.0	0.507003741019222	982.0
Coupled	model_6592528450_8	4	9.0	54.0	1.0	0.5029486756664763	2.3909033463662235	-1.6152465389195096	512.0	0.5275701427942849	1494.0
Coupled	model_6592528450_8	5	18.0	36.0	1.0	0.47962357226899316	2.3538693461554865	-1.6125394996508724	512.0	0.4789696919429273	1528.0
Coupled	model_6592528450_8	6	30.0	19.0	0.0	0.4120834023673126	2.434786585677741	-1.30210588208926	528.0	0.4231384862032332	1662.0
Coupled	model_6592528450_8	7	57.0	16.0	0.0	0.37188347394207305	2.6148976304047262	-1.247299635173112	528.0	0.3828239157396997	1470.0
Coupled	model_6592528450_8	8	39.0	55.0	0.0	0.42374646380904085	2.4879145475014868	-1.5580581639566113	528.0	0.4354889885593106	1108.0
Coupled	model_6592528450_8	9	57.0	37.0	0.0	0.30127896178924507	2.723768027753128	-1.1453232523037402	544.0	0.17797257130585986	930.0
Coupled	model_6592528450_8	10	31.0	36.0	0.0	0.4524378992554533	2.6028729437924514	-1.1781961104249403	528.0	0.43265436340091945	1428.0
Coupled	model_6592528450_8	11	37.0	46.0	0.0	0.41852330276639804	2.886329201086598	-1.1408973882054083	544.0	0.3346100851174788	1010.0
Coupled	model_6592528450_8	12	27.0	12.0	0.0	0.44886096479548326	2.514662335924625	-1.2517174139095053	528.0	0.4114680236218433	1584.0
Coupled	model_6592528450_8	13	25.0	29.0	0.0	0.41897858546945754	2.3772759050686467	-1.2491861683040193	528.0	0.4310874675270947	1742.0
Coupled	model_6592528450_8	14	23.0	30.0	1.0	0.45189197947359616	2.6955333145228133	-1.2489332638439214	528.0	0.4708806689910674	1350.0
Coupled	model_6592528450_8	15	20.0	43.0	0.0	0.49284697539843186	2.664647740690017	-1.5574738685447505	528.0	0.5275656572938567	1318.0
Coupled	model_6592528450_9	1	89.0	73.0	11.0	0.07330738683441151	2.9795418275679215	-0.7795135505121495	576.0	0.17473097315201658	80.0
Coupled	model_6592528450_9	2	60.0	161.0	12.0	0.3544973544973546	4.385008029473517	-0.7688911896026984	400.0	0.4162525879917186	0.0
Coupled	model_6592528450_9	3	65.0	72.0	41.0	0.09981916559676142	3.1767795453821894	-0.6182386842851912	256.0	0.2092219338298539	326.0
Coupled	model_6592528450_9	4	55.0	76.0	84.0	0.07958581284109116	2.9486154703687872	-0.6312423878967308	240.0	0.2192395558077225	88.0
Coupled	model_6592528450_9	5	55.0	84.0	87.0	0.13830201074522358	3.018484560050216	-0.528523642720584	240.0	0.20135565889695275	190.0
Coupled	model_6592528450_9	6	85.0	67.0	9.0	0.19743328106428099	3.058576972342327	-0.6564320994287691	288.0	0.14393727819207325	486.0
Coupled	model_6592528450_9	7	70.0	84.0	20.0	0.13325656935515803	3.0054571588151857	-0.7287429522717973	336.0	0.18081881741524056	242.0
Coupled	model_6592528450_9	8	63.0	81.0	27.0	0.05887724906176647	3.0040199179241593	-0.7752316687480731	320.0	0.19345512384937158	244.0
Coupled	model_6592528450_9	9	59.0	83.0	8.0	0.21591035478227538	3.304951028955546	-0.9007058887554908	400.0	0.2101048692449263	436.0
Coupled	model_6592528450_9	10	71.0	80.0	6.0	0.1418163324154117	3.1729952847489824	-0.7926057366537551	448.0	0.2692265575974448	416.0
Coupled	model_6592528450_9	11	32.0	45.0	25.0	0.12002917818287547	2.98384898569928	-0.8006022507059628	448.0	0.19872476654688767	1010.0
Coupled	model_6592528450_9	12	74.0	14.0	24.0	0.0356064048960134	2.9937201429123745	-0.7478007650818915	432.0	0.14883692809238003	672.0
Coupled	model_6592528450_9	13	74.0	23.0	0.0	0.08984281493840268	3.1302311846940443	-0.7837096117399798	432.0	0.213066593126436	862.0
Coupled	model_6592528450_9	14	66.0	18.0	3.0	0.15216494827798563	3.066432185522533	-0.825122580100649	432.0	0.1929823998969837	964.0
Coupled	model_6592528450_9	15	63.0	11.0	3.0	0.11456087260127101	3.043261846472301	-0.9680034509076331	432.0	0.19889215270180818	1178.0
Coupled	model_6592528450_10	1	93.0	62.0	41.0	0.048856752351188984	3.09122956524391	-0.6422121221154664	192.0	0.17999405709744878	94.0
Coupled	model_6592528450_10	2	27.0	86.0	3.0	0.3633604618841106	2.848487679442726	-1.1558735220582432	496.0	0.3630625803652192	1166.0
Coupled	model_6592528450_10	3	28.0	72.0	12.0	0.3582955722684513	2.6494044949055353	-1.0985255752238785	496.0	0.37111427988038104	1056.0
Coupled	model_6592528450_10	4	50.0	59.0	0.0	0.3613776165353664	2.600697459029622	-1.27956601180032	496.0	0.36988115998652266	906.0
Coupled	model_6592528450_10	5	28.0	41.0	2.0	0.4656133153794401	2.28808864698045	-1.3515606814717032	496.0	0.4430035728880614	1520.0
Coupled	model_6592528450_10	6	10.0	36.0	0.0	0.4881816526906606	2.1589565035741423	-1.4541242541465083	496.0	0.5662237257327918	1730.0
Coupled	model_6592528450_10	7	6.0	39.0	1.0	0.5090644821803216	2.140195537594674	-1.3848982270793084	496.0	0.5772876242221471	1826.0
Coupled	model_6592528450_10	8	10.0	34.0	0.0	0.49528132157630456	2.143546665376423	-1.4319808351200911	496.0	0.5753645443366449	1632.0
Coupled	model_6592528450_10	9	21.0	43.0	0.0	0.46492689134528636	2.1796347293764757	-1.5690379166730684	496.0	0.5318464966814594	1514.0
Coupled	model_6592528450_10	10	9.0	54.0	0.0	0.4377890290112264	2.1939534815004427	-1.3929649245180984	496.0	0.5243766199921306	1794.0
Coupled	model_6592528450_10	11	48.0	43.0	1.0	0.47911966268971007	2.9954377192011608	-1.477475166779526	496.0	0.576999378917432	916.0
Coupled	model_6592528450_10	12	49.0	38.0	1.0	0.40227156806109626	2.5356333459800893	-1.0454373545580902	496.0	0.4522293879234698	1430.0
Coupled	model_6592528450_10	13	6.0	30.0	0.0	0.49377215917410555	2.1586085589540756	-1.5099084206942144	512.0	0.595238493540855	1740.0
Coupled	model_6592528450_10	14	12.0	51.0	0.0	0.49923153304031703	2.454049763716537	-1.4638599655174245	496.0	0.5879471702224804	1398.0
Coupled	model_6592528450_10	15	10.0	46.0	0.0	0.499609141771993	2.4070867655450603	-1.476690258405018	496.0	0.5283746631285365	1508.0
Coupled	model_6592528450_11	1	75.0	106.0	10.0	nan	nan	nan	nan	nan	0.0
Coupled	model_6592528450_11	2	52.0	110.0	19.0	0.25641656529336565	3.1404306279286383	-0.8137513796437185	512.0	0.2068897999331937	502.0
Coupled	model_6592528450_11	3	21.0	64.0	3.0	0.386195224396188	2.7516397156391603	-1.1280111637005141	496.0	0.38158847504147203	1200.0
Coupled	model_6592528450_11	4	17.0	58.0	3.0	0.4669065147771571	2.552588377494106	-1.3903210550005447	480.0	0.49542658978801074	1584.0
Coupled	model_6592528450_11	5	26.0	58.0	2.0	0.5160993397180077	2.8965299508424223	-1.1970551578398447	496.0	0.48527651310748343	1094.0
Coupled	model_6592528450_11	6	15.0	38.0	1.0	0.4692091592638314	2.1827538820818906	-1.3747972959566748	480.0	0.5210097089733566	1642.0
Coupled	model_6592528450_11	7	11.0	60.0	2.0	0.4474475344371564	2.5024304994243853	-1.2121762633369488	496.0	0.4526155188604795	1484.0
Coupled	model_6592528450_11	8	16.0	40.0	0.0	0.456165395301822	2.3354451694971554	-1.4140819703910905	496.0	0.4985641431250102	1824.0
Coupled	model_6592528450_11	9	24.0	80.0	0.0	0.4788265929469082	2.8322039397382452	-1.2322596517134567	496.0	0.46321838462645154	1042.0
Coupled	model_6592528450_11	10	15.0	59.0	0.0	0.4930504597377164	2.3149081939265352	-1.5176249371741208	496.0	0.5359728918723905	1382.0
Coupled	model_6592528450_11	11	31.0	31.0	0.0	0.40961710114071453	2.4999454228637896	-1.1377797240416876	496.0	0.43274592957715036	1440.0
Coupled	model_6592528450_11	12	66.0	24.0	0.0	0.3871071435352241	2.636864219751186	-1.0253391351970604	496.0	0.40086202287154565	1254.0
Coupled	model_6592528450_11	13	29.0	33.0	0.0	0.37751919004605666	2.447804581379193	-1.2917686849095105	496.0	0.41072667012154107	1538.0
Coupled	model_6592528450_11	14	20.0	31.0	1.0	0.4550799610341773	2.1957620375588665	-1.378114785025751	496.0	0.4472249761738804	1640.0
Coupled	model_6592528450_11	15	42.0	26.0	0.0	0.3420706048656752	2.4370619017053006	-1.3504955140505936	496.0	0.36986941573695215	1748.0
Coupled	model_6592528450_12	1	94.0	90.0	12.0	nan	nan	nan	nan	nan	0.0
Coupled	model_6592528450_12	2	44.0	105.0	14.0	0.15758520330187395	2.9924314280150703	-0.917895137872923	512.0	0.21575189960524127	290.0
Coupled	model_6592528450_12	3	21.0	82.0	9.0	0.46476070080648785	2.811367740637105	-1.0985988422667776	512.0	0.3803387851045045	938.0
Coupled	model_6592528450_12	4	6.0	50.0	0.0	0.47210048399580523	2.24690974112877	-1.519659977231318	512.0	0.4764631830446365	1800.0
Coupled	model_6592528450_12	5	18.0	83.0	0.0	0.476328081808472	2.5882953242885125	-1.3672015064384335	512.0	0.4829042186932051	1134.0
Coupled	model_6592528450_12	6	16.0	44.0	0.0	0.49274033281144597	2.4675456768748245	-1.3707693177978852	528.0	0.5257560393674693	1512.0
Coupled	model_6592528450_12	7	12.0	34.0	0.0	0.47651170261146913	2.460613455782816	-1.3253679581279358	528.0	0.5288329667671717	1632.0
Coupled	model_6592528450_12	8	21.0	72.0	0.0	0.5035261127651286	2.7104689997216993	-1.309114808265386	528.0	0.5958237165526656	1156.0
Coupled	model_6592528450_12	9	12.0	54.0	1.0	0.46542630409271757	2.3658265762654684	-1.2833007357375754	528.0	0.48733083062403454	1794.0
Coupled	model_6592528450_12	10	14.0	50.0	0.0	0.4709457149853039	2.50855618508776	-1.3202864524515279	528.0	0.5432640690288213	1602.0
Coupled	model_6592528450_12	11	24.0	42.0	0.0	0.4510174016507743	2.4802797723665577	-1.5429118177674406	528.0	0.5380091291022722	1216.0
Coupled	model_6592528450_12	12	15.0	44.0	0.0	0.496560031367686	2.7373319780384024	-1.4684157589021114	528.0	0.5902800741439689	1314.0
Coupled	model_6592528450_12	13	12.0	50.0	0.0	0.4602456657993452	2.3703080761257507	-1.5594372928647426	528.0	0.5168351865388187	1400.0
Coupled	model_6592528450_12	14	12.0	37.0	1.0	0.45404229560971726	2.445823247026918	-1.4247981489728772	512.0	0.5025060149603114	1628.0
Coupled	model_6592528450_12	15	16.0	38.0	0.0	0.44366474405057854	2.5820494582675524	-1.29771802601608	528.0	0.48154466607268653	1528.0
Coupled	model_6592528450_13	1	95.0	74.0	3.0	0.08076037511113386	2.840232695266864	-1.0104993956763901	592.0	0.1727092817522071	62.0
Coupled	model_6592528450_13	2	59.0	118.0	24.0	0.1414355118380281	3.147257615450143	-0.6342774151589566	464.0	0.2112277785744571	278.0
Coupled	model_6592528450_13	3	52.0	119.0	0.0	0.20568398929925066	2.8745370401895314	-1.014265503707986	464.0	0.3649844353148779	462.0
Coupled	model_6592528450_13	4	56.0	98.0	1.0	0.35050510742916197	3.2122435742074202	-1.013349517426321	464.0	0.40394711822640333	604.0
Coupled	model_6592528450_13	5	53.0	58.0	10.0	0.14083884944800812	2.9726353854318592	-0.8731577734397419	576.0	0.1358624011581408	684.0
Coupled	model_6592528450_13	6	52.0	37.0	0.0	0.20121618526664276	2.6487968794480716	-1.1875479704046947	464.0	0.20221363392520078	1126.0
Coupled	model_6592528450_13	7	33.0	28.0	0.0	0.3136280105954909	2.617000390816494	-1.2887204175017841	480.0	0.34241894552465124	1444.0
Coupled	model_6592528450_13	8	39.0	63.0	0.0	0.35248814748796164	2.3160630713667287	-1.4727925653762222	464.0	0.3264182563282043	878.0
Coupled	model_6592528450_13	9	67.0	23.0	3.0	0.2448493839239666	2.6913263223346653	-1.1193538947621344	480.0	0.2371340810049376	1158.0
Coupled	model_6592528450_13	10	53.0	19.0	0.0	0.22235895872796121	2.7054723289231735	-1.2410331005753585	480.0	0.2690312235510329	1166.0
Coupled	model_6592528450_13	11	52.0	81.0	0.0	0.28247922934829495	3.396025521168147	-1.1499218646479201	512.0	0.2380004844188374	440.0
Coupled	model_6592528450_13	12	44.0	50.0	1.0	0.29054155250983243	2.9627284393317743	-1.420223434303962	496.0	0.23296292694535128	908.0
Coupled	model_6592528450_13	13	75.0	18.0	0.0	0.23991707643207394	2.8222170152264487	-1.1023531858720264	576.0	0.1546878899226815	864.0
